,Station_ID,Station_name,Latitude,Longitude,Ville,Pays
342,ES1336A,ES1336A-PARQUE JOVELLANOS,43.250832,-5.775564,MIERES,ES
343,ES1339A,ES1339A-AW-VILANOVA I LA GELTRÚ,41.220556,1.722778,VILANOVA I LA GELTRÚ,ES
344,ES1340A,ES1340A-POZO DULCE,37.253361,-6.935139,HUELVA,ES
345,ES1346A,ES1346A-MIRANDA DE EBRO 2,42.688056,-2.940556,MIRANDA DE EBRO,ES
346,ES1347A,ES1347A-AX-SANTA PAU,42.146389,2.509444,SANTA PAU,ES
347,ES1348A,ES1348A-AZ-BELLVER DE CERDANYA,42.370278,1.778056,BELLVER DE CERDANYA,ES
348,ES1349A,ES1349A-LLODIO,43.144444,-2.963333,LLODIO,ES
349,ES1350A,ES1350A-ARETA,43.148056,-2.943333,LLODIO,ES
350,ES1351A,ES1351A-ARRIGORRIAGA,43.209642,-2.886183,ARRIGORRIAGA,ES
351,ES1353A,ES1353A-SAMA I,43.296944,-5.683333,LANGREO,ES
352,ES1354A,ES1354A-RENAULT 1,41.600000,-4.732500,VALLADOLID,ES
353,ES1355A,ES1355A-MOTORES,41.604164,-4.728889,VALLADOLID,ES
354,ES1356A,ES1356A-CARROCERÍAS,41.612778,-4.740834,VALLADOLID,ES
355,ES1357A,ES1357A-BURGOS 2,42.351109,-3.674444,BURGOS,ES
356,ES1358A,ES1358A-AVENIDA DE CASTILLA,43.541667,-5.650000,GIJÓN,ES
357,ES1359A,ES1359A-MOURENCE (C-9),43.312778,-7.693056,VILALBA,ES
358,ES1360A,ES1360A-MERCAT,41.413055,2.018333,MOLINS DE REI,ES
359,ES1362A,ES1362A-EUGENI D'ORS,41.384167,2.045833,SANT FELIU DE LLOBREGAT,ES
360,ES1363A,ES1363A-LUGONES,43.403611,-5.810833,SIERO,ES
361,ES1364A,ES1364A-SAN JOSÉ,36.515556,-6.279734,CÁDIZ,ES
362,ES1365A,ES1365A-BARRIO 630,38.703611,-4.110278,PUERTOLLANO,ES
363,ES1366A,ES1366A-AREEIRO,42.404724,-8.670280,PONTEVEDRA,ES
364,ES1367A,ES1367A-REMOTA UTRILLAS,40.806111,-0.844444,UTRILLAS,ES
365,ES1368A,ES1368A-REMOTA 1,40.769444,-0.709722,PALOMAR DE ARROYOS,ES
366,ES1369A,ES1369A-REMOTA 2,40.784722,-0.771111,MONTALBÁN,ES
367,ES1370A,ES1370A-MOTRIL,36.743119,-3.517300,MOTRIL,ES
368,ES1371A,ES1371A-MIRANDA DE EBRO 3,42.687500,-2.954444,MIRANDA DE EBRO,ES
369,ES1372A,ES1372A-ARANDA DE DUERO,41.671112,-3.683894,ARANDA DE DUERO,ES
370,ES1373A,ES1373A-VALLE BROTO,41.667500,-0.884175,ZARAGOZA,ES
371,ES1374A,ES1374A-B2-MONTORNES,41.553333,2.267778,MONTORNÈS DEL VALLÈS,ES
372,ES1378A,ES1378A-TRUBIA,43.343333,-5.985000,OVIEDO,ES
373,ES1379A,ES1379A-AY-GANDESA,41.059167,0.440833,GANDESA,ES
374,ES1380A,ES1380A-B1-GRANOLLERS,41.601109,2.313611,GRANOLLERS,ES
375,ES1386A,ES1386A-CASTELLÓ-PENYETA,40.012778,-0.057222,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
376,ES1387A,ES1387A-ONDA,39.962778,-0.233333,ONDA,ES
377,ES1388A,ES1388A-BRILAT,42.426392,-8.645288,PONTEVEDRA,ES
378,ES1390A,ES1390A-GUARDERIA DE GROS,41.534167,2.439167,MATARÓ,ES
379,ES1393A,ES1393A-MEDITERRÁNEO,36.841331,-2.446719,ALMERÍA,ES
380,ES1394A,ES1394A-CONSTITUCIÓN (P.F.),37.186390,-3.604722,GRANADA,ES
381,ES1396A,ES1396A-ID-BARCELONA,41.379722,2.133611,BARCELONA,ES
382,ES1397A,ES1397A-E8-MANLLEU,42.004722,2.288333,MANLLEU,ES
383,ES1398A,ES1398A-E9-SANTA PERPETUA DE MOGODA,41.536667,2.183611,SANTA PERPÈTUA DE MOGODA,ES
384,ES1399A,ES1399A-E7-VILAFRANCA DEL PENEDES,41.345276,1.700000,VILAFRANCA DEL PENEDÈS,ES
385,ES1400A,ES1400A-BUJARALOZ,41.505556,-0.151944,BUJARALOZ,ES
386,ES1404A,ES1404A-ELX,38.268612,-0.694722,ELCHE/ELX,ES
387,ES1405A,ES1405A-VALLIBONA,40.584722,0.009444,VALLIBONA,ES
388,ES1408A,ES1408A-COL.LEGI PÚBLIC SANT JULIÁ,41.269722,1.596389,ARBOÇ (L'),ES
389,ES1413A,ES1413A-PABLO IGLESIAS,41.532778,2.433889,MATARÓ,ES
390,ES1417A,ES1417A-HUESCA,42.136111,-0.403889,HUESCA,ES
391,ES1418A,ES1418A-ALAGÓN,41.762778,-1.143333,ALAGÓN,ES
392,ES1419A,ES1419A-CAMARENA,40.102222,-1.024444,CAMARENA DE LA SIERRA,ES
393,ES1420A,ES1420A-MONZÓN,41.918611,0.196944,MONZÓN,ES
394,ES1421A,ES1421A-TERUEL,40.336389,-1.106667,TERUEL,ES
395,ES1422A,ES1422A-PLAZA DEL CARMEN,40.419167,-3.703333,MADRID,ES
396,ES1423A,ES1423A-LA ALJORRA,37.693611,-1.064722,CARTAGENA,ES
397,ES1424A,ES1424A-PLAZA DE LA GUITARRA,43.558611,-5.927500,AVILÉS,ES
398,ES1425A,ES1425A-PRINCIPES,37.375250,-6.005581,SEVILLA,ES
399,ES1426A,ES1426A-MORATALAZ,40.408056,-3.645278,MADRID,ES
400,ES1427A,ES1427A-PASEO PONTONES,40.406391,-3.712778,MADRID,ES
401,ES1428A,ES1428A-CASTELLÓ-ERMITA,39.959167,-0.036111,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
402,ES1429A,ES1429A-PLAZA DE VIGO,42.873608,-8.551683,SANTIAGO DE COMPOSTELA,ES
403,ES1432A,ES1432A-CANGAS DE NARCEA,43.177778,-6.547222,CANGAS DEL NARCEA,ES
404,ES1433A,ES1433A-BLIMEA,43.275278,-5.596111,SAN MARTÍN DEL REY AURELIO,ES
405,ES1435A,ES1435A-VILAFRANCA,40.416667,-0.249167,VILLAFRANCA DEL CID,ES
406,ES1436A,ES1436A-LA FOIA,38.212780,-0.683894,ELCHE/ELX,ES
407,ES1437A,ES1437A-CORATXAR,40.691667,0.084722,POBLA DE BENIFASSÀ (LA),ES
408,ES1438A,ES1438A-IH-BARCELONA(EIXAMPLE),41.386111,2.155278,BARCELONA,ES
409,ES1439A,ES1439A-ESTACION 2 (OESTE),42.202778,-8.746944,VIGO,ES
410,ES1440A,ES1440A-ESTACION 1 (ESTE),42.210278,-8.736944,VIGO,ES
411,ES1441A,ES1441A-MORELLA,40.637222,-0.091111,MORELLA,ES
412,ES1442A,ES1442A-ARRASATE,43.064167,-2.490000,ARRASATE O MONDRAGÓN,ES
413,ES1443A,ES1443A-BURGOS 4,42.336111,-3.636111,BURGOS,ES
414,ES1445A,ES1445A-CASTELLÓ-GRAU,39.981944,0.010556,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
415,ES1447A,ES1447A-BARRI DEL TACÓ,41.224722,1.724444,VILANOVA I LA GELTRÚ,ES
416,ES1448A,ES1448A-SIDERURGIA,37.366108,-5.884455,ALCALÁ DE GUADAIRA,ES
417,ES1449A,ES1449A-SALAMANCA 4,40.949722,-5.658333,SALAMANCA,ES
418,ES1450A,ES1450A-SANTA CLARA,37.398311,-5.951650,SEVILLA,ES
419,ES1451A,ES1451A-NÉSTOR ÁLAMO,28.032222,-15.407500,PALMAS DE GRAN CANARIA (LAS),ES
420,ES1452A,ES1452A-ESCOLA ERA DE DALT,41.846664,2.229445,TONA,ES
421,ES1453A,ES1453A-II-SANTA COLOMA DE GRAMENET,41.453333,2.210000,SANTA COLOMA DE GRAMENET,ES
422,ES1464A,ES1464A-MOLLABAO,42.421944,-8.656944,PONTEVEDRA,ES
423,ES1472A,ES1472A-ITURRAMA,42.807222,-1.651389,PAMPLONA/IRUÑA,ES
424,ES1479A,ES1479A-AVDA. MARCONI,36.506019,-6.268569,CÁDIZ,ES
425,ES1480A,ES1480A-IJ-BARCELONA (GRACIA-SANT GERVASI),41.400278,2.154444,BARCELONA,ES
426,ES1481A,ES1481A-GRAN VÍA PARQUE,37.882774,-4.792508,CÓRDOBA,ES
427,ES1482A,ES1482A-PASEO DE MARTIRICOS,36.730000,-4.425833,MÁLAGA,ES
428,ES1483A,ES1483A-AVDA. MADRID,37.781387,-3.783611,JAÉN,ES
429,ES1485A,ES1485A-SANTA EUGENIA,40.379444,-3.602500,MADRID,ES
430,ES1488A,ES1488A-IZKI,42.653333,-2.501389,BERNEDO,ES
431,ES1489A,ES1489A-VALDEREJO,42.875278,-3.231389,VALDEGOVÍA,ES
432,ES1490A,ES1490A-DURANGO,43.172222,-2.635833,DURANGO,ES
433,ES1491A,ES1491A-MUNDAKA,43.406111,-2.703889,MUNDAKA,ES
434,ES1492A,ES1492A-TRES MARZO,42.855556,-2.668056,VITORIA-GASTEIZ,ES
435,ES1494A,ES1494A-ATEGORRIETA,43.322778,-1.960278,DONOSTIA-SAN SEBASTIÁN,ES
436,ES1496A,ES1496A-RENTERIA,43.314444,-1.899444,ERRENTERIA,ES
437,ES1497A,ES1497A-HERNANI,43.267500,-1.977500,HERNANI,ES
438,ES1498A,ES1498A-TOLOSA,43.130833,-2.077778,TOLOSA,ES
439,ES1499A,ES1499A-BEASAIN,43.048333,-2.191111,BEASAIN,ES
440,ES1501A,ES1501A-AZPEITIA,43.180000,-2.268056,AZPEITIA,ES
441,ES1502A,ES1502A-AVENIDA GASTEIZ,42.854722,-2.680556,VITORIA-GASTEIZ,ES
442,ES1506A,ES1506A-DARP,41.124444,1.248333,TARRAGONA,ES
443,ES1512A,ES1512A-DÀRSENA SUD,41.334721,2.147514,BARCELONA,ES
444,ES1513A,ES1513A-EDIFICI ESTILBARNA,41.349720,2.150561,BARCELONA,ES
445,ES1516A,ES1516A-RIO SAN PEDRO,36.522831,-6.225169,PUERTO REAL,ES
446,ES1517A,ES1517A-ALCUDIA I,39.837500,3.146667,ALCÚDIA,ES
447,ES1518A,ES1518A-CAN LLOMPART,39.844722,3.042222,POLLENÇA,ES
448,ES1519A,ES1519A-SAN JERÓNIMO,37.429861,-5.980389,SEVILLA,ES
449,ES1521A,ES1521A-BARRIO DEL PILAR,40.478333,-3.711389,MADRID,ES
450,ES1525A,ES1525A-CUATRO CAMINOS-PABLO IGLESIAS,40.445278,-3.706389,MADRID,ES
451,ES1529A,ES1529A-TETUÁN,43.467500,-3.790278,SANTANDER,ES
452,ES1530A,ES1530A-REINOSA,43.001111,-4.135556,REINOSA,ES
453,ES1531A,ES1531A-LOS TOJOS,43.153611,-4.256944,TOJOS (LOS),ES
454,ES1532A,ES1532A-PUENTE DE VALLECAS,40.388056,-3.651389,MADRID,ES
455,ES1535A,ES1535A-ALBACETE,38.981667,-1.956667,ALBACETE,ES
456,ES1536A,ES1536A-AZUQUECA DE HENARES,40.573611,-3.263333,AZUQUECA DE HENARES,ES
457,ES1537A,ES1537A-GUADALAJARA,40.629722,-3.171667,GUADALAJARA,ES
458,ES1538A,ES1538A-TOLEDO,39.868889,-4.019725,TOLEDO,ES
459,ES1541A,ES1541A-MAS GRAN,40.548054,-0.117789,,ES
460,ES1542A,ES1542A-SANT JORDI,40.554722,0.372778,SAN JORGE,ES
461,ES1543A,ES1543A-ZORITA,40.735000,-0.169444,ZORITA DEL MAESTRAZGO,ES
462,ES1544A,ES1544A-AGURAIN,42.849167,-2.477222,SALVATIERRA O AGURAIN,ES
463,ES1546A,ES1546A-VILLARICOS,37.252231,-1.770831,CUEVAS DEL ALMANZORA,ES
464,ES1547A,ES1547A-PALOMARES,37.254969,-1.781739,CUEVAS DEL ALMANZORA,ES
465,ES1548A,ES1548A-GARRUCHA,37.180557,-1.824722,GARRUCHA,ES
466,ES1549A,ES1549A-EL EJIDO,36.769719,-2.810969,EJIDO (EL),ES
467,ES1551A,ES1551A-B9-BARBERÁ DEL VALLÉS,41.513889,2.126667,BARBERÀ DEL VALLÈS,ES
468,ES1552A,ES1552A-COLEGI SANT JOSEP,41.403336,2.004169,SANT VICENÇ DELS HORTS,ES
469,ES1554A,ES1554A-CASAL DE LA GENT GRAND,41.573611,1.639722,VILANOVA DEL CAMÍ,ES
470,ES1555A,ES1555A-AJUNTAMENT,41.225278,1.727500,VILANOVA I LA GELTRÚ,ES
471,ES1557A,ES1557A-PAIOSACO,43.259724,-8.555003,LARACHA,ES
472,ES1559A,ES1559A-AJUNTAMENT,41.960278,3.039167,BISBAL D'EMPORDÀ (LA),ES
473,ES1560A,ES1560A-GRANADA - NORTE,37.196100,-3.612661,GRANADA,ES
474,ES1563A,ES1563A-ALCALÁ DE HENARES,40.479167,-3.377778,ALCALÁ DE HENARES,ES
475,ES1564A,ES1564A-ALCOBENDAS,40.540556,-3.644722,ALCOBENDAS,ES
476,ES1565A,ES1565A-FUENLABRADA,40.281111,-3.801667,FUENLABRADA,ES
477,ES1566A,ES1566A-GETAFE,40.309723,-3.735833,GETAFE,ES
478,ES1567A,ES1567A-LEGANÉS,40.339722,-3.735833,LEGANÉS,ES
479,ES1568A,ES1568A-MÓSTOLES,40.324167,-3.876389,MÓSTOLES,ES
480,ES1569A,ES1569A-LORCA,37.688889,-1.701111,LORCA,ES
481,ES1572A,ES1572A-PURIFICACIÓN TOMÁS,43.372778,-5.872778,OVIEDO,ES
482,ES1573A,ES1573A-MERCADO CENTRAL,28.000000,-15.427500,PALMAS DE GRAN CANARIA (LAS),ES
483,ES1574A,ES1574A-ESCUELA NAVAL,42.394726,-8.708061,MARÍN,ES
484,ES1576A,ES1576A-ESTACIÓN DEL MEDITERRANEO,43.407222,-3.838056,ASTILLERO (EL),ES
485,ES1577A,ES1577A-PARQUE DE CROSS,43.420833,-3.841111,CAMARGO,ES
486,ES1578A,ES1578A-CASTRO URDIALES,43.382778,-3.221389,CASTRO-URDIALES,ES
487,ES1579A,ES1579A-LOS CORRALES DE BUELNA,43.264444,-4.062778,CORRALES DE BUELNA (LOS),ES
488,ES1580A,ES1580A-SANTANDER CENTRO,43.460556,-3.808889,SANTANDER,ES
489,ES1581A,ES1581A-PORT,41.108887,1.249181,TARRAGONA,ES
490,ES1582A,ES1582A-U. I. CATALUNYA,40.815277,0.508611,TORTOSA,ES
491,ES1584A,ES1584A-NAZARET,39.448891,-0.673611,VALENCIA,ES
492,ES1587A,ES1587A-ESCULLERA,41.352776,2.176397,BARCELONA,ES
493,ES1588A,ES1588A-BB-PONTS,41.910000,1.192500,PONTS,ES
494,ES1589A,ES1589A-LEÓN 3,42.608889,-5.564722,LEÓN,ES
495,ES1590A,ES1590A-TORAL DE LOS VADOS,42.544998,-6.725555,VILLADECANES,ES
496,ES1591A,ES1591A-CARRACEDELO,42.558611,-6.725556,CARRACEDELO,ES
497,ES1592A,ES1592A-OTERO,42.564445,-6.781944,VILLADECANES,ES
498,ES1593A,ES1593A-SAN FERNANDO,36.460589,-6.203069,SAN FERNANDO,ES
499,ES1594A,ES1594A-LANTARÓN,42.715100,-2.980869,LANTARÓN,ES
500,ES1595A,ES1595A-SANGRONIZ,43.298333,-2.930278,SONDIKA,ES
501,ES1596A,ES1596A-ENERGYWORKS-VA 1,41.666389,-4.715000,VALLADOLID,ES
502,ES1597A,ES1597A-ENERGYWORKS-VA 2,41.683333,-4.741111,VALLADOLID,ES
503,ES1598A,ES1598A-ZALLA,43.213056,-3.134444,ZALLA,ES
504,ES1599A,ES1599A-PAGOETA,43.250556,-2.155000,AIA,ES
505,ES1600A,ES1600A-CASTELLÓ,39.983055,-0.045289,CASTELLÓN DE LA PLANA/CASTELLÓ,ES
506,ES1601A,ES1601A-BADAJOZ,38.887631,-7.011450,BADAJOZ,ES
507,ES1602A,ES1602A-LA CIGÜEÑA,42.463889,-2.427778,LOGROÑO,ES
508,ES1604A,ES1604A-CASTILLO DE BELLVER,39.563889,2.622778,PALMA DE MALLORCA,ES
509,ES1605A,ES1605A-RIVAS-VACIAMADRID,40.321667,-3.498333,RIVAS-VACIAMADRID,ES
510,ES1606A,ES1606A-BUITRAGO DE LOZOYA,40.980000,-3.620833,BUITRAGO DEL LOZOYA,ES
511,ES1607A,ES1607A-SAN MARTÍN DE VALDEIGLESIAS,40.375275,-4.300000,SAN MARTÍN DE VALDEIGLESIAS,ES
512,ES1608A,ES1608A-GUADARRAMA,40.680279,-4.103333,GUADARRAMA,ES
513,ES1609A,ES1609A-ELX-2,38.259445,-0.714444,ELCHE/ELX,ES
514,ES1610A,ES1610A-FONERS,39.572500,2.658056,PALMA DE MALLORCA,ES
515,ES1611A,ES1611A-ARANJUEZ,40.043611,-3.590278,ARANJUEZ,ES
516,ES1612A,ES1612A-MAJADAHONDA,40.447778,-3.867222,MAJADAHONDA,ES
517,ES1613A,ES1613A-COLMENAR VIEJO,40.666389,-3.772222,COLMENAR VIEJO,ES
518,ES1614A,ES1614A-CHAPINERÍA,40.379166,-4.204169,CHAPINERÍA,ES
519,ES1615A,ES1615A-CÁCERES,39.472778,-6.360278,CÁCERES,ES
520,ES1616A,ES1616A-MONFRAGÜE,39.849167,-5.939722,TORIL,ES
521,ES1617A,ES1617A-ALZIRA,39.150000,-0.457778,ALZIRA,ES
522,ES1618A,ES1618A-SALAMANCA 5,40.979167,-5.665278,SALAMANCA,ES
523,ES1619A,ES1619A-VALÈNCIA-VIVERS,39.478056,-0.368333,VALENCIA,ES
524,ES1620A,ES1620A-CARTUJA,36.660861,-6.114489,JEREZ DE LA FRONTERA,ES
525,ES1621A,ES1621A-L'ALCORA-PM,40.068611,-0.206389,ALCORA (L'),ES
526,ES1622A,ES1622A-VILA-REAL-PM,39.941667,-0.105833,VILLARREAL/VILA-REAL,ES
527,ES1623A,ES1623A-ALCOI - VERGE DELS LLIRIS,38.706389,-0.466944,ALCOY/ALCOI,ES
528,ES1624A,ES1624A-ELX-AGROALIMENTARI,38.242222,-0.682778,ELCHE/ELX,ES
529,ES1625A,ES1625A-BURJASSOT - FACULTATS,39.509444,-0.417778,BURJASSOT,ES
530,ES1627A,ES1627A-ALCANTARILLA,37.975556,-1.230833,ALCANTARILLA,ES
531,ES1629A,ES1629A-LABRADORES II,41.646946,-4.719444,VALLADOLID,ES
532,ES1630A,ES1630A-ALJARAFE,37.340750,-6.042461,MAIRENA DEL ALJARAFE,ES
533,ES1631A,ES1631A-ARCO DE LADRILLO II,41.645556,-4.730278,VALLADOLID,ES
534,ES1632A,ES1632A-VEGA SICILIA,41.620556,-4.746667,VALLADOLID,ES
535,ES1633A,ES1633A-SAN BASILIO,37.993611,-1.144722,MURCIA,ES
536,ES1634A,ES1634A-E7:EL ZABAL,36.173150,-5.341939,LÍNEA DE LA CONCEPCIÓN (LA),ES
537,ES1635A,ES1635A-ALACANT-EL PLÁ,38.359444,-0.471944,ALICANTE/ALACANT,ES
538,ES1636A,ES1636A-PUENTE REGUERAL,41.656111,-4.733889,VALLADOLID,ES
539,ES1637A,ES1637A-E4:RINCONCILLO,36.161739,-5.442550,ALGECIRAS,ES
540,ES1638A,ES1638A-BERMEJALES,37.347189,-5.979631,SEVILLA,ES
541,ES1639A,ES1639A-NÍJAR,36.966946,-2.198611,NÍJAR,ES
542,ES1640A,ES1640A-ALCALÁ DE GUADAIRA,37.342461,-5.833719,ALCALÁ DE GUADAIRA,ES
543,ES1641A,ES1641A-RENOVALES,41.635278,-0.893611,ZARAGOZA,ES
544,ES1642A,ES1642A-BD-VIC (ESTADIE MUNICIPAL D'ATLETISME),41.936667,2.240000,VIC,ES
545,ES1643A,ES1643A-SORIA,41.766667,-2.466667,SORIA,ES
546,ES1644A,ES1644A-CENTRO,37.388081,-5.991489,SEVILLA,ES
547,ES1645A,ES1645A-BARAJAS - PUEBLO,40.474722,-3.575000,MADRID,ES
548,ES1646A,ES1646A-BARAJAS I,40.459999,-3.578889,MADRID,ES
549,ES1647A,ES1647A-ONDIZ,43.323055,-2.994175,LEIOA,ES
550,ES1648A,ES1648A-E2: ALCORNOCALES,36.233861,-5.663500,BARRIOS (LOS),ES
551,ES1649A,ES1649A-ALFARO,42.175833,-1.743333,ALFARO,ES
552,ES1650A,ES1650A-LEMONA,43.211111,-2.778611,LEMOA,ES
553,ES1651A,ES1651A-JARDINES DE JUAN XXIII,43.250833,-5.772778,MIERES,ES
554,ES1652A,ES1652A-TORREDONJIMENO,37.761561,-3.947689,TORREDONJIMENO,ES
555,ES1653A,ES1653A-DOS HERMANAS,37.284489,-5.913839,DOS HERMANAS,ES
556,ES1654A,ES1654A-SIERRA NORTE,37.994350,-5.666869,SAN NICOLÁS DEL PUERTO,ES
557,ES1656A,ES1656A-RONDA DEL VALLE,37.782550,-3.781569,JAÉN,ES
558,ES1657A,ES1657A-MARBELLA,36.498169,-4.979889,MARBELLA,ES
559,ES1658A,ES1658A-CAMPUS DEL CARMEN,37.271481,-6.924619,HUELVA,ES
560,ES1659A,ES1659A-LAÑAS,43.295277,-8.518910,ARTEIXO,ES
561,ES1660A,ES1660A-CTCC-ARGUEDAS,42.208333,-1.585556,ARGUEDAS,ES
562,ES1661A,ES1661A-CTCC-TUDELA,42.074722,-1.626944,TUDELA,ES
563,ES1662A,ES1662A-CTCC-FUNES,42.308333,-1.808333,FUNES,ES
564,ES1663A,ES1663A-ESCOLA VERGE DEL ROCIO,41.400833,2.003333,SANT VICENÇ DELS HORTS,ES
565,ES1664A,ES1664A-ALGECIRAS EPS,36.136231,-5.453431,ALGECIRAS,ES
566,ES1665A,ES1665A-MONTCADA-AJUNTAMENT,41.475278,2.187500,MONTCADA I REIXAC,ES
567,ES1666A,ES1666A-BE-TARRAGONA (PARC DE LA CIUTAT),41.118611,1.242778,TARRAGONA,ES
568,ES1670A,ES1670A-CAUDETE DE LAS FUENTES,39.558611,-1.281389,CAUDETE DE LAS FUENTES,ES
569,ES1671A,ES1671A-VILLAR DEL ARZOBISPO,39.708056,-0.831944,VILLAR DEL ARZOBISPO,ES
570,ES1672A,ES1672A-EL CIEGO,42.518333,-2.619444,ELCIEGO,ES
571,ES1673A,ES1673A-LOS HERRAN,42.843611,-2.661389,VITORIA-GASTEIZ,ES
572,ES1674A,ES1674A-PARQUE SAN MARTMN,42.846943,-2.688611,VITORIA-GASTEIZ,ES
573,ES1675A,ES1675A-BENIDORM,38.571389,-0.146667,BENIDORM,ES
574,ES1676A,ES1676A-MONOVER,38.446945,-0.831111,MONÓVAR/MONÒVER,ES
575,ES1677A,ES1677A-ORIHUELA,38.084722,-0.852778,ORIHUELA,ES
576,ES1679A,ES1679A-IL-CIUTADELLA,41.387500,2.176389,BARCELONA,ES
577,ES1680A,ES1680A-AJUNTAMENT,41.634656,2.162350,CALDES DE MONTBUI,ES
578,ES1682A,ES1682A-IK-GAVÁ,41.308056,2.001111,GAVÀ,ES
579,ES1683A,ES1683A-MERCAT MUNICIPAL,41.422222,1.997500,PALLEJÀ,ES
580,ES1684A,ES1684A-BF-RUBÍ (CA N'ORIOL),41.493333,2.043611,RUBÍ,ES
581,ES1685A,ES1685A-ALCORA,40.051944,-0.189722,ALCORA (L'),ES
582,ES1686A,ES1686A-ALMASSORA,39.932224,-0.056672,ALMAZORA/ALMASSORA,ES
583,ES1687A,ES1687A-BENICASSIM,40.062222,0.072778,BENICASIM/BENICÀSSIM,ES
584,ES1688A,ES1688A-BURRIANA,39.892222,-0.065000,BURRIANA,ES
585,ES1689A,ES1689A-CIRAT,40.054167,-0.468333,CIRAT,ES
586,ES1690A,ES1690A-TORRE ENDOMENECH,40.269444,-0.078889,TORRE ENDOMÉNECH,ES
587,ES1691A,ES1691A-VIVER,39.930556,-0.603333,VIVER,ES
588,ES1696A,ES1696A-PUYO,43.302778,-1.984444,DONOSTIA-SAN SEBASTIÁN,ES
589,ES1697A,ES1697A-AVENIDA TOLOSA,43.309444,-2.011111,DONOSTIA-SAN SEBASTIÁN,ES
590,ES1709A,ES1709A-BENIGANIM,38.934722,-0.441389,BENIGÁNIM,ES
591,ES1710A,ES1710A-L'ELIANA,39.571944,-0.518889,ELIANA (L'),ES
592,ES1711A,ES1711A-ONTINYENT,38.788056,-0.697222,ONTINYENT,ES
593,ES1712A,ES1712A-BARAKALDO,43.299167,-2.987222,BARAKALDO,ES
594,ES1713A,ES1713A-PARQUE EUROPA,43.255000,-2.902222,BILBAO,ES
595,ES1714A,ES1714A-SANTA ANA,43.321111,-3.010833,GETXO,ES
596,ES1716A,ES1716A-DOÑANA,37.285000,-6.440006,ALMONTE,ES
597,ES1717A,ES1717A-COLEGIOS PROVINCIALES,37.892780,-4.806111,CÓRDOBA,ES
598,ES1718A,ES1718A-VILLANUEVA DEL ARZOBISPO,38.169431,-3.010219,VILLANUEVA DEL ARZOBISPO,ES
599,ES1740A,ES1740A-PLAZA DE LA CRUZ,42.812222,-1.640000,PAMPLONA/IRUÑA,ES
600,ES1741A,ES1741A-PLAYA DEL INGLÉS,27.764722,-15.562500,SAN BARTOLOMÉ DE TIRAJANA,ES
601,ES1742A,ES1742A-SAN AGUSTÍN,27.773889,-15.541111,SAN BARTOLOMÉ DE TIRAJANA,ES
602,ES1744A,ES1744A-ARINAGA,27.869069,-15.387150,AGÜIMES,ES
603,ES1745A,ES1745A-AGÜIMES,27.898333,-15.442222,AGÜIMES,ES
604,ES1746A,ES1746A-GALILEA,42.341667,-2.231667,GALILEA,ES
605,ES1747A,ES1747A-ROTXAPEA,42.826944,-1.649444,PAMPLONA/IRUÑA,ES
606,ES1748A,ES1748A-SARDINA,27.849445,-15.465833,SANTA LUCÍA DE TIRAJANA,ES
607,ES1749A,ES1749A-ALSASUA,42.894444,-2.165833,ALTSASU/ALSASUA,ES
608,ES1750A,ES1750A-CARRANQUE,36.719639,-4.447500,MÁLAGA,ES
609,ES1751A,ES1751A-EL ATABAL,36.729561,-4.465531,MÁLAGA,ES
610,ES1752A,ES1752A-TORREJON DE ARDOZ II,40.455000,-3.484167,TORREJÓN DE ARDOZ,ES
611,ES1753A,ES1753A-PRADEJÓN,42.340000,-2.059722,PRADEJÓN,ES
612,ES1754A,ES1754A-BC-LA SÈNIA,40.645000,0.288889,SÉNIA (LA),ES
613,ES1755A,ES1755A-SANGUESA,42.580556,-1.282500,SANGÜESA/ZANGOZA,ES
614,ES1756A,ES1756A-CALETILLA,28.377778,-16.360278,CANDELARIA,ES
615,ES1757A,ES1757A-MERCA TENERIFE,28.443611,-16.277222,SANTA CRUZ DE TENERIFE,ES
616,ES1758A,ES1758A-VIERA Y CLAVIJO,28.463335,-16.260279,SANTA CRUZ DE TENERIFE,ES
617,ES1759A,ES1759A-CASA CUNA,28.449444,-16.278056,SANTA CRUZ DE TENERIFE,ES
618,ES1760A,ES1760A-GRANADILLA,28.048889,-16.534444,GRANADILLA DE ABONA,ES
619,ES1761A,ES1761A-SAN ISIDRO,28.080556,-16.558056,GRANADILLA DE ABONA,ES
620,ES1762A,ES1762A-MÉDANO,28.113611,-16.576389,GRANADILLA DE ABONA,ES
621,ES1763A,ES1763A-CASTILLO DEL ROMERAL,27.802222,-15.460000,SAN BARTOLOMÉ DE TIRAJANA,ES
622,ES1764A,ES1764A-IGUESTE,28.381944,-16.371111,CANDELARIA,ES
623,ES1765A,ES1765A-SAGUNT-NORD,39.684722,-0.278889,SAGUNTO/SAGUNT,ES
624,ES1766A,ES1766A-EL RÍO,28.146111,-16.522778,ARONA,ES
625,ES1767A,ES1767A-BUZANADA,28.073889,-16.651667,ARONA,ES
626,ES1768A,ES1768A-GALLETAS,28.009444,-16.654444,ARONA,ES
627,ES1769A,ES1769A-SAN MIGUEL DE TAJAO,28.111389,-16.470000,ARICO,ES
